id,customer,price
8665,ryd,117
8666,rtd,502
8667,pnq,2
8668,lhr,687
8669,kjn,162
8670,dqt,618
8671,ndb,745
8672,xjh,802
8673,jkx,692
8674,ytq,806
8675,fxg,31
8676,hpb,980
8677,zfy,78
8678,rpb,862
8679,wfs,976
8680,rbs,634
8681,cdw,658
8682,nsh,51
8683,dyd,34
8684,lnf,817
8685,zgd,413
8686,hyc,625
8687,hzz,976
8688,kbf,906
8689,smx,881
8690,pqb,891
8691,fkg,114
8692,kld,157
8693,bnx,686
8694,mrk,209
8695,ybk,527
8696,fcq,991
8697,bsf,33
8698,tbk,466
8699,djq,527
8700,rkx,267
8701,wpj,140
8702,gzg,347
8703,hcy,61
8704,ttg,52
8705,bbt,869
8706,hnw,612
8707,zgd,728
8708,pts,720
8709,njs,229
8710,fyf,633
8711,kxc,66
8712,kwl,3
8713,qgq,732
8714,sgm,45
8715,qzl,411
8716,jfg,868
8717,zyp,313
8718,dts,681
8719,mfm,69
8720,cbk,681
8721,pyy,789
8722,bqz,165
8723,jhc,397
8724,plb,365
8725,xls,696
8726,pzc,139
8727,jdj,21
8728,lpj,730
8729,ykp,876
8730,chz,204
8731,shd,665
8732,klf,790
8733,ylj,884
8734,cfn,756
8735,rld,920
8736,yry,40
8737,bdn,712
8738,nsr,234
8739,xmy,738
8740,xlw,638
8741,lrx,1
8742,fdg,537
8743,cks,379
8744,ssy,626
8745,ttj,398
8746,jzw,425
8747,rzl,205
8748,rhp,915
8749,dpr,100
8750,gdc,293
8751,wqx,647
8752,lgk,642
8753,hhn,653
8754,mtc,813
8755,zkh,858
8756,pkp,991
8757,pcz,921
8758,fbw,223
8759,xnh,988
8760,hyw,118
8761,dmg,372
8762,yrf,426
8763,gff,850
8764,typ,393
8765,hjt,593
8766,bzk,850
8767,dzb,488
8768,phh,501
8769,kzh,716
8770,qdx,45
8771,qlh,285
8772,jll,35
8773,lbt,615
8774,ykc,225
8775,zjt,180
8776,tcz,878
8777,ssp,976
8778,pnm,729
8779,sjq,895
8780,qyt,991
8781,mlf,768
8782,ckj,245
8783,gky,900
8784,ycl,468
8785,wdt,80
8786,bww,311
8787,ybk,324
8788,dph,279
8789,cxt,870
8790,tpq,102
8791,znc,850
8792,knf,661
8793,yxf,600
8794,jbd,909
8795,ywh,276
8796,pxh,192
8797,gxr,538
8798,ryl,534
8799,czb,138
8800,qdf,471
8801,cxn,323
8802,mgg,198
8803,cct,719
8804,ldp,150
8805,lgn,387
8806,zmr,310
8807,fcc,459
8808,clm,807
8809,wxb,494
8810,fld,727
8811,ttz,529
8812,hfk,280
8813,mlx,828
8814,hlb,546
8815,gqd,85
8816,hmy,802
8817,mpr,310
8818,dpy,65
8819,ckn,321
8820,cgc,481
8821,rnp,401
8822,ksy,135
8823,lxp,642
8824,byq,508
8825,fmj,599
8826,mdm,967
8827,ghj,589
8828,jzf,255
8829,qyf,240
8830,jms,590
8831,yhx,211
8832,rfy,489
8833,qhc,942
8834,fgl,854
8835,mxh,602
8836,lds,142
8837,yrz,750
8838,qdk,27
8839,mlf,434
8840,ljc,811
8841,rmx,891
8842,xjy,722
8843,fxx,19
8844,nbn,825
8845,bjn,340
8846,djp,401
8847,fgr,745
8848,jnk,649
8849,drm,795
8850,csq,423
8851,qps,96
8852,kzd,9
8853,yjb,262
8854,bdt,208
8855,fdj,296
8856,ryy,768
8857,xst,320
8858,pbr,807
8859,gmw,353
8860,gsc,681
8861,phb,56
8862,szm,503
8863,czh,809
8864,gfq,247
8865,jfd,978
8866,gmd,438
8867,lnk,498
8868,krf,693
8869,zwj,404
8870,bcm,784
8871,qyc,595
8872,nyw,943
8873,hsy,546
8874,pdg,898
8875,ynr,879
8876,byk,965
8877,ssj,558
8878,mdy,153
8879,nxl,376
8880,hdx,91
8881,qtt,936
8882,tbs,491
8883,jyf,23
8884,sxg,75
8885,xpf,288
8886,lcl,998
8887,twq,895
8888,knk,624
8889,bph,892
8890,ryr,297
8891,lqg,258
8892,lxc,182
8893,xyq,993
8894,zss,156
8895,jzj,564
8896,cdk,944
8897,xlw,972
8898,nlm,948
8899,zqj,208
8900,qhb,742
8901,xjl,274
8902,mky,417
8903,fjx,563
8904,lyq,752
8905,xzf,665
8906,bjc,504
8907,gzg,660
8908,njc,231
8909,bgj,702
8910,dlw,873
8911,pdl,395
8912,sdd,128
8913,cyq,712
8914,yry,383
8915,qqy,715
8916,zpd,704
8917,mng,270
8918,zng,798
8919,fnb,141
8920,xch,919
8921,xnp,900
8922,mfs,755
8923,fbk,161
8924,jtp,379
8925,djd,681
8926,bcp,491
8927,pjy,999
8928,rxm,803
8929,gjj,759
8930,cpd,790
8931,rcp,887
8932,tdk,755
8933,xyh,593
8934,smc,911
8935,lrr,68
8936,ccd,963
8937,btw,555
8938,spm,225
8939,qzp,856
8940,stl,411
8941,rtt,764
8942,brs,286
8943,wtk,792
8944,mpq,461
8945,xnl,485
8946,rnc,952
8947,rpd,859
8948,ykc,47
8949,hsp,303
8950,yjn,255
8951,wts,637
8952,zrj,812
8953,rjm,348
8954,tlk,327
8955,msd,275
8956,nmc,651
8957,yff,604
8958,pdl,983
8959,fmj,957
8960,frw,744
8961,fbr,138
8962,pmj,581
8963,fll,407
8964,ryc,233
8965,ytz,781
8966,xxk,559
8967,cxq,528
8968,bqn,991
8969,lbz,873
8970,hzs,233
8971,zww,832
8972,zxy,760
8973,hnt,846
8974,ndy,639
8975,zkr,399
8976,fpp,255
8977,gdc,266
8978,tcp,122
8979,mpm,677
8980,myh,291
8981,mgm,74
8982,gtg,70
8983,lxc,167
8984,ryy,202
8985,rqs,806
8986,tpt,380
8987,cyk,265
8988,rzk,851
8989,qgf,411
8990,cwf,691
8991,fyl,421
8992,ctd,181
8993,mdc,522
8994,njn,153
8995,gcf,54
8996,yzp,797
8997,qxg,613
8998,jlk,853
8999,pkc,255
9000,gks,753
9001,nfj,923
9002,bdn,337
9003,mqb,572
9004,ydl,51
9005,rxz,291
9006,fyh,677
9007,lfk,210
9008,dlr,208
9009,zjc,982
9010,yby,899
9011,ykm,922
9012,xhm,682
9013,ynk,212
9014,hxr,752
9015,tnj,882
9016,mgc,559
9017,mrk,348
9018,sbg,55
9019,pmx,621
9020,nzp,394
9021,xfx,898
9022,yqf,152
9023,kpd,545
9024,fmz,196
9025,bqt,439
9026,tyj,685
9027,bpq,259
9028,bfk,139
9029,zgh,792
9030,lfc,664
9031,xmb,775
9032,thg,393
9033,zmb,310
9034,fww,365
9035,smb,242
9036,srg,33
9037,bgs,619
9038,bmd,131
9039,jkz,906
9040,nrm,148
9041,pxh,517
9042,tcf,901
9043,pbd,888
9044,jkh,517
9045,zty,533
9046,kfk,176
9047,pmj,789
9048,gpq,461
9049,pnp,623
9050,pnd,587
9051,scj,346
9052,xzn,279
9053,gkf,721
9054,zzq,411
9055,tpz,907
9056,ywt,580
9057,jxc,546
9058,ssy,484
9059,nhk,901
9060,mxs,789
9061,xyh,609
9062,snn,705
9063,gyx,685
9064,ssd,258
9065,gcc,436
9066,rds,175
9067,lxm,297
9068,ldk,329
9069,qsn,773
9070,ksc,279
9071,cnt,951
9072,ylk,67
9073,std,409
9074,tjl,507
9075,jcn,664
9076,brn,86
9077,yyw,418
9078,csc,113
9079,kzh,925
9080,hpj,773
9081,brl,983
9082,kkc,671
9083,lry,166
9084,jkg,86
9085,myf,295
9086,rzd,668
9087,gcj,891
9088,lfk,312
9089,chx,773
9090,dbr,218
9091,lzk,285
9092,lxx,515
9093,ttl,907
9094,sgm,430
9095,sld,485
9096,qnc,619
9097,wpk,950
9098,ffb,923
9099,ncl,639
9100,yzn,478
9101,grw,856
9102,hgs,277
9103,krb,166
9104,rwl,755
9105,ffc,817
9106,cfs,527
9107,kdj,810
9108,kfc,797
9109,lft,285
9110,xwl,389
9111,tpk,638
9112,gmt,401
9113,sqx,491
9114,dbr,280
9115,ltj,548
9116,klx,200
9117,blr,61
9118,hxz,352
9119,lkw,876
9120,rdj,273
9121,wqt,616
9122,jfw,797
9123,xdj,733
9124,yjy,32
9125,sry,10
9126,hyl,709
9127,rwd,86
9128,qlp,160
9129,crp,909
9130,zbr,325
9131,njs,103
9132,zkb,123
9133,clb,872
9134,lcw,778
9135,pxp,363
9136,zmj,696
9137,hlc,250
9138,pgg,780
9139,qmh,601
9140,wjh,582
9141,ymf,885
9142,nsg,255
9143,bgr,942
9144,bfk,423
9145,gfz,395
9146,pnb,770
9147,tqr,408
9148,gwc,960
9149,txb,315
9150,bsn,20
9151,bgj,38
9152,gfp,848
9153,dgc,241
9154,gdy,174
9155,rpq,887
9156,qbr,334
9157,qgb,838
9158,jxy,837
9159,wdc,88
9160,mlk,119
9161,stp,224
9162,csc,949
9163,bwy,649
9164,zys,526
9165,mnd,761
9166,xmw,528
9167,zbr,619
9168,qbj,950
9169,xcq,254
9170,yty,502
9171,ygj,296
9172,xqx,615
9173,tfp,206
9174,dlf,786
9175,cjw,449
9176,rrd,589
9177,brl,90
9178,tsl,885
9179,xjw,10
9180,pdp,739
9181,cys,797
9182,tty,644
9183,fpp,672
9184,sdf,944
9185,fhz,302
9186,bhw,913
9187,hxg,206
9188,hzx,422
9189,gnz,678
9190,ynm,703
9191,mxy,592
9192,xjl,922
9193,rzt,473
9194,qmt,188
9195,gym,639
9196,bxs,819
9197,xgw,243
9198,nmw,365
9199,fqy,149
9200,fwj,97
9201,mgj,142
9202,zld,575
9203,htw,101
9204,sgh,935
9205,lwf,209
9206,ckh,650
9207,jxj,302
9208,jxh,552
9209,lxz,272
9210,pdg,880
9211,kdq,399
9212,nrg,18
9213,dcg,628
9214,gcb,479
9215,zsb,560
9216,xbs,82
9217,tfk,72
9218,ksp,76
9219,cdg,65
9220,cdz,107
9221,kwx,678
9222,xhr,646
9223,pqk,188
9224,zsq,942
9225,jgk,732
9226,rbf,965
9227,fkr,367
9228,mqk,932
9229,kbc,12
9230,gth,42
9231,zbn,104
9232,mwp,701
9233,scy,92
9234,yxm,551
9235,bcn,45
9236,tyw,85
9237,tsd,679
9238,fqk,29
9239,jbk,392
9240,kxw,837
9241,zgc,670
9242,wfs,349
9243,shj,834
9244,xsy,914
9245,pll,246
9246,rsq,44
9247,rwn,925
9248,rfl,577
9249,ltg,62
9250,yqw,498
9251,zhj,462
9252,ltn,645
9253,zym,558
9254,fbf,887
9255,kjs,390
9256,ypl,767
9257,hqp,889
9258,bpz,610
9259,ycc,454
9260,wwp,178
9261,mtz,265
9262,nlj,291
9263,tlr,475
9264,rgp,913
9265,tct,305
9266,stq,657
9267,zwj,675
9268,bht,749
9269,xjn,112
9270,xmh,100
9271,nld,47
9272,wtn,569
9273,mpd,743
9274,hkn,984
9275,zmn,551
9276,klr,169
9277,tjf,156
9278,yfs,887
9279,yjz,786
9280,jsj,836
9281,nsl,200
9282,lzq,839
9283,cty,12
9284,yzy,551
9285,lsh,556
9286,kjr,532
9287,krw,982
9288,nqn,280
9289,mtj,229
9290,bfc,864
9291,fry,910
9292,gxc,900
9293,txs,748
9294,fzp,190
9295,zws,820
9296,lhr,687
9297,gdc,274
9298,qrx,134
9299,kyw,117
9300,smj,732
9301,spq,342
9302,zgj,824
9303,zbq,226
9304,mbn,735
9305,fqf,539
9306,dyb,304
9307,ntk,34
9308,cks,471
9309,qhd,400
9310,krp,318
9311,pbb,6
9312,pfx,274
9313,mss,544
9314,nrk,111
9315,kdj,872
9316,xfj,191
9317,rkg,369
9318,qnw,112
9319,hjq,296
9320,gmc,303
9321,bnc,998
9322,qzp,221
9323,bpl,16
9324,zgp,730
9325,zgx,452
9326,qpf,667
9327,ctl,237
9328,nsn,785
9329,kxh,11
9330,lkf,829
9331,hzj,346
9332,rpy,620
9333,qng,472
9334,brt,226
9335,smm,192
9336,pmp,786
9337,cmn,371
9338,gkf,809
9339,ydf,695
9340,zgw,801
9341,rpb,617
9342,gzk,534
9343,rlm,495
9344,byw,67
9345,xtn,122
9346,yjs,619
9347,qnz,618
9348,wlp,575
9349,pty,107
9350,chq,432
9351,mfj,377
9352,nsm,178
9353,qsg,830
9354,gkm,712
9355,tzb,297
9356,sqk,18
9357,stf,378
9358,rxm,906
9359,mhq,321
9360,mpm,508
9361,gmf,679
9362,plk,16
9363,gnt,809
9364,rjf,672
9365,xzh,260
9366,tcy,120
9367,bql,7
9368,kyb,997
9369,gmf,763
9370,ztz,541
9371,xdq,173
9372,ypc,67
9373,ynr,6
9374,pnh,749
9375,fpw,48
9376,sfg,158
9377,hfd,155
9378,myf,590
9379,fzc,710
9380,qzz,900
9381,hfk,166
9382,wrt,684
9383,ggg,691
9384,pxp,486
9385,slh,866
9386,wfy,795
9387,zzd,693
9388,rth,363
9389,dhy,818
9390,pqr,779
9391,pjf,295
9392,qdk,818
9393,wjt,897
9394,cqg,441
9395,zbk,224
9396,rwm,670
9397,htp,233
9398,lrc,170
9399,sgr,915
9400,tnc,391
9401,tzw,801
9402,rxm,166
9403,pnt,142
9404,hcf,380
9405,pkm,413
9406,dhw,12
9407,srk,59
9408,pck,883
9409,ygz,368
9410,dtr,78
9411,kdp,406
9412,bfg,385
9413,lrj,554
9414,znz,446
9415,thg,126
9416,sqf,774
9417,lbw,384
9418,dzk,746
9419,jdx,353
9420,srt,86
9421,yyd,324
9422,hxq,912
9423,mpb,860
9424,zzh,992
9425,sqn,925
9426,qbm,271
9427,hkl,244
9428,hhz,20
9429,srs,770
9430,xxw,196
9431,ctk,626
9432,zyy,292
9433,jgp,622
9434,dll,718
9435,ghd,923
9436,scf,509
9437,wcr,772
9438,ksz,279
9439,tgs,874
9440,rpx,279
9441,tpk,146
9442,fzl,348
9443,bsc,800
9444,zky,218
9445,dql,839
9446,htj,885
9447,hwb,244
9448,cln,492
9449,ptt,392
9450,yrb,798
9451,bpr,818
9452,wbl,166
9453,nxk,483
9454,xkw,634
9455,zrc,901
9456,bpr,489
9457,nrp,344
9458,jwm,822
9459,wdm,180
9460,bfc,232
9461,lmr,40
9462,flf,962
9463,xpt,594
9464,zqp,687
9465,npf,391
9466,jww,969
9467,flq,370
9468,jfx,286
9469,wgl,524
9470,rjd,482
9471,hsz,526
9472,qwf,342
9473,lyq,140
9474,zjl,650
9475,nry,423
9476,dws,775
9477,tkd,198
9478,szl,284
9479,bss,168
9480,kxm,835
9481,mpt,22
9482,rqx,323
9483,ssp,954
9484,qkl,938
9485,cds,408
9486,fcl,34
9487,dmq,100
9488,hrb,227
9489,pyr,974
9490,ytc,236
9491,znz,550
9492,zqz,121
9493,pds,956
9494,kyk,984
9495,xzm,804
9496,ntg,219
9497,wyq,301
9498,wjc,531
9499,hqm,554
9500,jht,377
9501,xby,163
9502,pzl,672
9503,hfc,278
9504,zdh,881
9505,rjm,618
9506,drz,597
9507,ctc,21
9508,ylm,435
9509,lpw,530
9510,kjj,373
9511,knx,721
9512,lns,156
9513,qly,236
9514,rzx,718
9515,ngc,563
9516,hyr,590
9517,jtz,425
9518,gnp,862
9519,pgw,574
9520,dng,372
9521,dng,648
9522,fxl,290
9523,xsy,266
9524,ygn,405
9525,jjt,576
9526,rbt,639
9527,nbd,879
9528,zfn,471
9529,tzm,995
9530,ctt,818
9531,xqg,381
9532,qmj,380
9533,pxh,750
9534,gch,790
9535,xhz,306
9536,xyn,418
9537,xmg,602
9538,lkg,722
9539,krg,685
9540,ftw,518
9541,syw,484
9542,dcg,798
9543,xxg,340
9544,tjn,984
9545,rhp,758
9546,zzn,726
9547,jbj,844
9548,cnd,841
9549,fqw,19
9550,hst,886
9551,xhb,123
9552,clp,795
9553,xcz,329
9554,wzk,682
9555,pgs,706
9556,cxt,963
9557,pcb,449
9558,lwp,802
9559,wmt,461
9560,nyy,451
9561,tjd,922
9562,qfn,965
9563,sxx,950
9564,zjq,325
9565,dzb,739
9566,brr,977
9567,lbg,433
9568,gsq,860
9569,zht,458
9570,knp,496
9571,llk,102
9572,zln,336
9573,wwb,221
9574,fkn,48
9575,bng,809
9576,mlc,67
9577,xmx,148
9578,qqm,837
9579,bkg,498
9580,ntt,118
9581,lbc,462
9582,kkg,625
9583,lcw,334
9584,xwm,821
9585,qrj,565
9586,clj,334
9587,ghm,108
9588,zbs,247
9589,tmy,479
9590,jhm,975
9591,cmf,258
9592,fcz,659
9593,jqx,128
9594,wrk,44
9595,gfz,93
9596,ttf,689
9597,qtg,510
9598,mrr,416
9599,nwj,978
9600,tln,779
9601,fqg,959
9602,rch,897
9603,hhm,358
9604,wlw,274
9605,gmc,387
9606,bqm,142
9607,bzn,886
9608,qql,865
9609,ymk,746
9610,dzr,752
9611,fkn,890
9612,hqm,65
9613,xjb,309
9614,tgn,716
9615,wyr,545
9616,smz,996
9617,rxg,793
9618,wzy,444
9619,xyj,112
9620,wbc,708
9621,njm,472
9622,mhd,753
9623,ztr,68
9624,nmc,751
9625,spf,866
9626,fpg,749
9627,swz,313
9628,bbd,413
9629,pbs,953
9630,jgx,17
9631,bcy,945
9632,fzh,614
9633,jsz,486
9634,wzf,827
9635,wth,239
9636,fyn,13
9637,fjx,830
9638,sch,410
9639,ghm,289
9640,xnx,345
9641,ndm,528
9642,qyt,626
9643,bwk,749
9644,lmj,68
9645,lkw,5
9646,sjq,284
9647,zqg,513
9648,dzh,249
9649,zhj,77
9650,dsk,190
9651,nbq,467
9652,hzk,70
9653,xzs,156
9654,jpn,472
9655,sdz,91
9656,xbh,664
9657,wqd,740
9658,ypk,236
9659,nhd,97
9660,pcl,56
9661,lpq,985
9662,jch,971
9663,trk,583
9664,lby,940
9665,qbf,491
9666,tlq,850
9667,fgy,359
9668,fzy,954
9669,slf,174
9670,mlp,735
9671,jql,532
9672,qzs,838
9673,zgk,65
9674,dlf,215
9675,jrq,922
9676,dqs,882
9677,thz,371
9678,yyn,975
9679,rjf,603
9680,zfc,818
9681,fpt,320
9682,ygz,653
9683,mft,728
9684,xtn,281
9685,mbn,886
9686,dbg,368
9687,lft,45
9688,zdb,79
9689,zlm,407
9690,plw,725
9691,jzx,323
9692,dgb,128
9693,nsw,451
9694,cjh,277
9695,hnz,627
9696,ptj,450
9697,zmg,55
9698,wmr,786
9699,gwn,2
9700,jww,288
9701,qtc,752
9702,gsb,726
9703,wqz,819
9704,jph,975
9705,jrg,234
9706,bbn,517
9707,sdh,245
9708,ymx,106
9709,bcy,583
9710,rrq,364
9711,pxm,619
9712,dmq,865
9713,gst,359
9714,pxn,299
9715,gzc,511
9716,ntf,161
9717,kmc,887
9718,tzt,283
9719,mhm,585
9720,mnj,902
9721,lzp,933
9722,frm,917
9723,plj,658
9724,fxc,40
9725,hjf,782
9726,qpr,634
9727,ckj,970
9728,ctk,386
9729,xdh,653
9730,syk,713
9731,wgt,460
9732,xhc,378
9733,ytz,924
9734,xdt,481
9735,nfs,402
9736,czg,453
9737,mdn,380
9738,dpy,312
9739,snt,97
9740,qkt,242
9741,sxd,86
9742,pyf,136
9743,scf,910
9744,tjq,304
9745,zgq,288
9746,mxr,914
9747,mpl,249
9748,lml,245
9749,tds,405
9750,ddj,736
9751,clt,933
9752,tdg,771
9753,bgz,996
9754,jmp,352
9755,hnh,308
9756,jbx,502
9757,wpg,829
9758,ymt,833
9759,pfb,491
9760,qlg,439
9761,jbl,426
9762,hhx,229
9763,fbz,818
9764,mss,780
9765,jnp,868
9766,pxj,443
9767,yzn,427
9768,tct,990
9769,fxs,833
9770,qlp,646
9771,rdq,773
9772,hbc,658
9773,cbb,359
9774,fwf,274
9775,jrz,879
9776,gqg,670
9777,qgt,593
9778,tlx,9
9779,sdx,542
9780,mwl,912
9781,xdq,660
9782,cft,682
9783,sqh,749
9784,myr,538
9785,rdm,909
9786,ytj,305
9787,wnd,287
9788,ktq,514
9789,bbs,10
9790,znw,479
9791,mwn,337
9792,myg,912
9793,cyy,421
9794,ctm,50
9795,fhx,309
9796,tjh,317
9797,fng,464
9798,fxb,964
9799,lyk,432
9800,nwx,715
9801,mdg,134
9802,jbj,478
9803,qpr,43
9804,lbq,867
9805,plt,537
9806,kxt,91
9807,khn,244
9808,swl,426
9809,bbt,792
9810,spf,757
9811,lbs,364
9812,ljh,171
9813,rfj,428
9814,sfr,302
9815,zxf,740
9816,twk,779
9817,fhg,254
9818,yfs,744
9819,spt,81
9820,nsc,800
9821,mzr,570
9822,lqp,814
9823,lhj,284
9824,bpq,611
9825,lrx,945
9826,wgm,373
9827,zls,503
9828,xls,572
9829,bnj,717
9830,mtg,423
9831,ldf,558
9832,knj,340
9833,ctn,187
9834,hxs,856
9835,zck,329
9836,hln,130
9837,rtx,549
9838,tgl,848
9839,shm,2
9840,wcq,429
9841,nhk,284
9842,pxw,594
9843,gsj,454
9844,trq,196
9845,qzg,532
9846,qpl,486
9847,fgr,30
9848,rnq,987
9849,qts,621
9850,wxb,698
9851,btn,874
9852,rjq,116
9853,xlt,476
9854,jyf,609
9855,pfx,405
9856,pft,642
9857,dyj,995
9858,gwr,376
9859,rzd,857
9860,fcy,456
9861,gdc,234
9862,sps,184
9863,qbs,8
9864,wsf,263
9865,ydh,89
9866,tcm,275
9867,jcl,853
9868,sjn,300
9869,xjl,423
9870,pmt,251
9871,rgy,539
9872,nyw,444
9873,bpb,376
9874,mnl,72
9875,wbp,255
9876,xwb,385
9877,mrn,244
9878,rlz,222
9879,hpx,198
9880,qbr,694
9881,tmz,180
9882,wxj,656
9883,wlz,949
9884,rkf,794
9885,nfm,757
9886,bfz,431
9887,std,664
9888,mmj,394
9889,ltb,380
9890,whc,676
9891,njh,999
9892,zkf,723
9893,jzz,525
9894,ldl,860
9895,dcf,349
9896,nxj,989
9897,dzx,369
9898,ncf,974
9899,tmn,520
9900,rdq,753
9901,cbc,300
9902,mxc,373
9903,xgh,963
9904,jqx,392
9905,wht,672
9906,txs,181
9907,xjl,185
9908,gxn,288
9909,ltx,958
9910,jbz,364
9911,dzp,428
9912,kgn,570
9913,gsy,735
9914,bgy,78
9915,pbt,916
9916,tkf,799
9917,hrb,171
9918,xrj,222
9919,qqr,930
9920,qlc,530
9921,lzc,899
9922,cqx,762
9923,nrd,919
9924,dcl,891
9925,jrb,302
9926,wnk,79
9927,ysx,400
9928,tgm,812
9929,pzd,117
9930,hcd,302
9931,bnx,164
9932,wgy,373
9933,mmd,378
9934,tfw,563
9935,rws,800
9936,cry,751
9937,dxy,152
9938,wkn,341
9939,hhp,619
9940,grl,413
9941,xpc,716
9942,hrh,779
9943,mxr,466
9944,mzh,928
9945,kyg,407
9946,crx,137
9947,ydx,637
9948,jct,884
9949,cbm,981
9950,jyh,843
9951,qlr,995
9952,htt,713
9953,fkz,952
9954,crq,63
9955,lry,634
9956,dlr,913
9957,wjr,618
9958,kzy,821
9959,kyg,1000
9960,rjx,906
9961,dxz,690
9962,bpq,52
9963,lrl,163
9964,rxh,801
9965,mbb,978
9966,ngm,389
9967,kfb,81
9968,qzp,554
9969,dtd,995
9970,gdb,237
9971,tty,687
9972,jkr,480
9973,dpj,78
9974,lnx,949
9975,ynd,441
9976,mfw,730
9977,zdd,872
9978,qcj,263
9979,byf,680
9980,kss,427
9981,qzk,939
9982,rby,340
9983,tyw,793
9984,ddh,141
9985,cqc,337
9986,lgf,657
9987,mqw,172
9988,mnr,420
9989,szn,938
9990,ggr,987
9991,rfz,429
9992,yym,874
9993,mxz,651
9994,czk,356
9995,mdn,606
9996,pps,915
9997,ybb,815
9998,xhn,728
9999,zld,763
10000,ywm,763
10001,yrj,886
10002,hhy,545
10003,scp,686
10004,blw,982
10005,yyn,260
10006,kqr,439
10007,rfc,393
10008,yjl,66
10009,sqb,23
10010,xtb,626
10011,rzw,150
10012,fgj,879
10013,xmf,208
10014,hlz,474
10015,yzt,404
10016,sdy,172
10017,xbw,154
10018,fgx,633
10019,dcp,102
10020,qnn,27
10021,bbj,850
10022,pfk,481
10023,fxj,715
10024,gbw,261
10025,hkw,90
10026,ygd,498
10027,snx,96
10028,kgs,85
10029,wpc,894
10030,nxr,82
10031,pdw,385
10032,gqt,707
10033,njh,324
10034,hxj,598
10035,wwm,289
10036,pxn,415
10037,yzj,856
10038,rnb,702
10039,rsm,673
10040,wlj,100
10041,ynp,780
10042,jrl,349
10043,njp,702
10044,rbj,982
10045,cgb,325
10046,tpk,790
10047,blr,238
10048,tys,602
10049,plz,315
10050,nwp,460
10051,zhg,345
10052,msq,832
10053,pcn,462
10054,fwz,174
10055,tyb,721
10056,qfj,37
10057,lty,312
10058,fdq,434
10059,gmj,170
10060,swr,576
10061,crj,392
10062,xms,648
10063,dlx,987
10064,wbf,899
10065,rjt,669
10066,xgj,300
10067,kkn,869
10068,bzl,336
10069,lxb,706
10070,gwh,204
10071,hht,798
10072,xkb,650
10073,sfc,351
10074,crc,650
10075,fcg,455
10076,lyt,263
10077,hxy,762
10078,fmw,443
10079,mnz,467
10080,pjp,158
10081,kph,281
10082,ygn,917
10083,gjl,759
10084,gmf,520
10085,zrm,20
10086,rzd,105
10087,rbb,133
10088,dfp,798
10089,xfy,544
10090,qxk,533
10091,dwj,364
10092,qdr,453
10093,xqm,54
10094,pds,758
10095,hfy,106
10096,slg,667
10097,ypk,499
10098,ctf,789
10099,kqc,70
10100,nlr,969
10101,wwb,563
10102,hfg,682
10103,glm,792
10104,kdd,660
10105,pqf,748
10106,kdk,422
10107,mkg,685
10108,wbr,775
10109,wfs,429
10110,yyz,114
10111,xcz,229
10112,gms,555
10113,ggh,513
10114,ldy,418
10115,jtj,561
10116,czh,87
10117,fnk,614
10118,wgz,788
10119,dpm,915
10120,wlr,620
10121,cdl,737
10122,ldm,208
10123,bbm,917
10124,zsh,90
10125,mzp,708
10126,ycr,612
10127,gzy,325
10128,njb,143
10129,jrz,589
10130,dcn,338
10131,pmp,213
10132,hjf,408
10133,tnw,742
10134,nsl,739
10135,tgt,44
10136,sgw,733
10137,wfq,577
10138,cbn,177
10139,tgp,527
10140,qqx,945
10141,sjr,739
10142,sjz,936
10143,nqb,314
10144,ydm,588
10145,hsy,574
10146,xbk,7
10147,xkn,480
10148,wyx,253
10149,ycz,463
10150,csq,607
10151,qkf,321
10152,pyb,348
10153,xzf,661
10154,kzs,402
10155,fjf,627
10156,kyg,45
10157,grr,562
10158,dyn,707
10159,wcm,166
10160,mjz,550
10161,fyh,761
10162,zpt,991
10163,fcx,281
10164,zqs,666
10165,mtc,39
10166,jsw,391
10167,lwy,29
10168,jsg,781
10169,dkm,746
10170,wwm,495
10171,bbd,79
10172,grf,220
10173,zdh,724
10174,mqn,650
10175,hfz,886
10176,tsz,303
10177,lbq,442
10178,ryd,29
10179,ywq,849
10180,smd,518
10181,nzg,992
10182,kpf,258
10183,hfj,984
10184,zns,280
10185,ydd,763
10186,wlk,244
10187,zsl,470
10188,nnb,280
10189,wbr,141
10190,zjt,875
10191,zwb,122
10192,mts,717
10193,zkw,203
10194,mmc,388
10195,jsq,43
10196,cwl,733
10197,xwp,845
10198,xsp,900
10199,wkd,189
10200,gzq,411
10201,ljj,962
10202,gyt,576
10203,jqw,949
10204,hgp,440
10205,hwt,812
10206,wps,406
10207,mdg,282
10208,pty,789
10209,dxn,91
10210,tdl,487
10211,tkj,75
10212,fyq,169
10213,zbn,607
10214,gfw,611
10215,qbf,865
10216,cmb,618
10217,gyf,94
10218,wtr,524
10219,rcs,534
10220,fsb,445
10221,tpb,440
10222,fzl,941
10223,fws,764
10224,qnq,98
10225,hgc,470
10226,hsw,237
10227,dzj,828
10228,fkz,272
10229,zwp,803
10230,lyx,41
10231,bqj,709
10232,rcs,647
10233,qny,201
10234,xkp,63
10235,lhs,729
10236,gcn,409
10237,kjz,199
10238,btf,828
10239,qql,998
10240,qlr,791
10241,jpb,917
10242,qry,684
10243,kbt,640
10244,czk,950
10245,mqs,648
10246,cwd,456
10247,gdr,396
10248,gsm,460
10249,qtz,805
10250,llh,638
10251,mym,160
